"REF_DATE","GEO","DGUID","Labour force characteristics","North American Industry Classification System (NAICS)","Sex","Age group","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1996","Manitoba","2016A000246","Employment","Accommodation and food services [72]","Both sexes","15 years and over","Persons","249","thousands","3","v2366975","8.2.26.1.1","33.5","","","","1"
"1997","Manitoba","2016A000246","Employment","Accommodation and food services [72]","Both sexes","15 years and over","Persons","249","thousands","3","v2366975","8.2.26.1.1","33.1","","","","1"
"1998","Manitoba","2016A000246","Employment","Accommodation and food services [72]","Both sexes","15 years and over","Persons","249","thousands","3","v2366975","8.2.26.1.1","31.2","","","","1"
"1999","Manitoba","2016A000246","Employment","Accommodation and food services [72]","Both sexes","15 years and over","Persons","249","thousands","3","v2366975","8.2.26.1.1","32.8","","","","1"
"2000","Manitoba","2016A000246","Employment","Accommodation and food services [72]","Both sexes","15 years and over","Persons","249","thousands","3","v2366975","8.2.26.1.1","35.4","","","","1"
"2001","Manitoba","2016A000246","Employment","Accommodation and food services [72]","Both sexes","15 years and over","Persons","249","thousands","3","v2366975","8.2.26.1.1","35.0","","","","1"
"2002","Manitoba","2016A000246","Employment","Accommodation and food services [72]","Both sexes","15 years and over","Persons","249","thousands","3","v2366975","8.2.26.1.1","33.6","","","","1"
"2003","Manitoba","2016A000246","Employment","Accommodation and food services [72]","Both sexes","15 years and over","Persons","249","thousands","3","v2366975","8.2.26.1.1","36.3","","","","1"
"2004","Manitoba","2016A000246","Employment","Accommodation and food services [72]","Both sexes","15 years and over","Persons","249","thousands","3","v2366975","8.2.26.1.1","33.8","","","","1"
"2005","Manitoba","2016A000246","Employment","Accommodation and food services [72]","Both sexes","15 years and over","Persons","249","thousands","3","v2366975","8.2.26.1.1","36.6","","","","1"
"2006","Manitoba","2016A000246","Employment","Accommodation and food services [72]","Both sexes","15 years and over","Persons","249","thousands","3","v2366975","8.2.26.1.1","37.2","","","","1"
"2007","Manitoba","2016A000246","Employment","Accommodation and food services [72]","Both sexes","15 years and over","Persons","249","thousands","3","v2366975","8.2.26.1.1","38.1","","","","1"
"2008","Manitoba","2016A000246","Employment","Accommodation and food services [72]","Both sexes","15 years and over","Persons","249","thousands","3","v2366975","8.2.26.1.1","36.3","","","","1"
"2009","Manitoba","2016A000246","Employment","Accommodation and food services [72]","Both sexes","15 years and over","Persons","249","thousands","3","v2366975","8.2.26.1.1","38.8","","","","1"
"2010","Manitoba","2016A000246","Employment","Accommodation and food services [72]","Both sexes","15 years and over","Persons","249","thousands","3","v2366975","8.2.26.1.1","41.7","","","","1"
"2011","Manitoba","2016A000246","Employment","Accommodation and food services [72]","Both sexes","15 years and over","Persons","249","thousands","3","v2366975","8.2.26.1.1","42.4","","","","1"
"2012","Manitoba","2016A000246","Employment","Accommodation and food services [72]","Both sexes","15 years and over","Persons","249","thousands","3","v2366975","8.2.26.1.1","40.5","","","","1"
"2013","Manitoba","2016A000246","Employment","Accommodation and food services [72]","Both sexes","15 years and over","Persons","249","thousands","3","v2366975","8.2.26.1.1","40.5","","","","1"
"2014","Manitoba","2016A000246","Employment","Accommodation and food services [72]","Both sexes","15 years and over","Persons","249","thousands","3","v2366975","8.2.26.1.1","39.5","","","","1"
"2015","Manitoba","2016A000246","Employment","Accommodation and food services [72]","Both sexes","15 years and over","Persons","249","thousands","3","v2366975","8.2.26.1.1","41.3","","","","1"
"2016","Manitoba","2016A000246","Employment","Accommodation and food services [72]","Both sexes","15 years and over","Persons","249","thousands","3","v2366975","8.2.26.1.1","41.6","","","","1"
"2017","Manitoba","2016A000246","Employment","Accommodation and food services [72]","Both sexes","15 years and over","Persons","249","thousands","3","v2366975","8.2.26.1.1","42.5","","","","1"
"2018","Manitoba","2016A000246","Employment","Accommodation and food services [72]","Both sexes","15 years and over","Persons","249","thousands","3","v2366975","8.2.26.1.1","42.8","","","","1"
"2019","Manitoba","2016A000246","Employment","Accommodation and food services [72]","Both sexes","15 years and over","Persons","249","thousands","3","v2366975","8.2.26.1.1","42.7","","","","1"
"1976","Manitoba","2016A000246","Employment","Other services (except public administration) [81]","Both sexes","15 years and over","Persons","249","thousands","3","v2366976","8.2.27.1.1","20.4","","","","1"
"1977","Manitoba","2016A000246","Employment","Other services (except public administration) [81]","Both sexes","15 years and over","Persons","249","thousands","3","v2366976","8.2.27.1.1","19.8","","","","1"
"1978","Manitoba","2016A000246","Employment","Other services (except public administration) [81]","Both sexes","15 years and over","Persons","249","thousands","3","v2366976","8.2.27.1.1","20.9","","","","1"
"1979","Manitoba","2016A000246","Employment","Other services (except public administration) [81]","Both sexes","15 years and over","Persons","249","thousands","3","v2366976","8.2.27.1.1","19.8","","","","1"
"1980","Manitoba","2016A000246","Employment","Other services (except public administration) [81]","Both sexes","15 years and over","Persons","249","thousands","3","v2366976","8.2.27.1.1","19.9","","","","1"
"1981","Manitoba","2016A000246","Employment","Other services (except public administration) [81]","Both sexes","15 years and over","Persons","249","thousands","3","v2366976","8.2.27.1.1","21.1","","","","1"
"1982","Manitoba","2016A000246","Employment","Other services (except public administration) [81]","Both sexes","15 years and over","Persons","249","thousands","3","v2366976","8.2.27.1.1","21.0","","","","1"
"1983","Manitoba","2016A000246","Employment","Other services (except public administration) [81]","Both sexes","15 years and over","Persons","249","thousands","3","v2366976","8.2.27.1.1","22.4","","","","1"
"1984","Manitoba","2016A000246","Employment","Other services (except public administration) [81]","Both sexes","15 years and over","Persons","249","thousands","3","v2366976","8.2.27.1.1","22.9","","","","1"
"1985","Manitoba","2016A000246","Employment","Other services (except public administration) [81]","Both sexes","15 years and over","Persons","249","thousands","3","v2366976","8.2.27.1.1","22.4","","","","1"
"1986","Manitoba","2016A000246","Employment","Other services (except public administration) [81]","Both sexes","15 years and over","Persons","249","thousands","3","v2366976","8.2.27.1.1","24.0","","","","1"
"1987","Manitoba","2016A000246","Employment","Other services (except public administration) [81]","Both sexes","15 years and over","Persons","249","thousands","3","v2366976","8.2.27.1.1","25.0","","","","1"
"1988","Manitoba","2016A000246","Employment","Other services (except public administration) [81]","Both sexes","15 years and over","Persons","249","thousands","3","v2366976","8.2.27.1.1","24.8","","","","1"
"1989","Manitoba","2016A000246","Employment","Other services (except public administration) [81]","Both sexes","15 years and over","Persons","249","thousands","3","v2366976","8.2.27.1.1","23.3","","","","1"
"1990","Manitoba","2016A000246","Employment","Other services (except public administration) [81]","Both sexes","15 years and over","Persons","249","thousands","3","v2366976","8.2.27.1.1","25.3","","","","1"
"1991","Manitoba","2016A000246","Employment","Other services (except public administration) [81]","Both sexes","15 years and over","Persons","249","thousands","3","v2366976","8.2.27.1.1","24.7","","","","1"
"1992","Manitoba","2016A000246","Employment","Other services (except public administration) [81]","Both sexes","15 years and over","Persons","249","thousands","3","v2366976","8.2.27.1.1","24.3","","","","1"
"1993","Manitoba","2016A000246","Employment","Other services (except public administration) [81]","Both sexes","15 years and over","Persons","249","thousands","3","v2366976","8.2.27.1.1","24.7","","","","1"
"1994","Manitoba","2016A000246","Employment","Other services (except public administration) [81]","Both sexes","15 years and over","Persons","249","thousands","3","v2366976","8.2.27.1.1","23.5","","","","1"
"1995","Manitoba","2016A000246","Employment","Other services (except public administration) [81]","Both sexes","15 years and over","Persons","249","thousands","3","v2366976","8.2.27.1.1","22.1","","","","1"
"1996","Manitoba","2016A000246","Employment","Other services (except public administration) [81]","Both sexes","15 years and over","Persons","249","thousands","3","v2366976","8.2.27.1.1","22.0","","","","1"
"1997","Manitoba","2016A000246","Employment","Other services (except public administration) [81]","Both sexes","15 years and over","Persons","249","thousands","3","v2366976","8.2.27.1.1","22.5","","","","1"
"1998","Manitoba","2016A000246","Employment","Other services (except public administration) [81]","Both sexes","15 years and over","Persons","249","thousands","3","v2366976","8.2.27.1.1","24.5","","","","1"
"1999","Manitoba","2016A000246","Employment","Other services (except public administration) [81]","Both sexes","15 years and over","Persons","249","thousands","3","v2366976","8.2.27.1.1","24.2","","","","1"
"2000","Manitoba","2016A000246","Employment","Other services (except public administration) [81]","Both sexes","15 years and over","Persons","249","thousands","3","v2366976","8.2.27.1.1","23.3","","","","1"
"2001","Manitoba","2016A000246","Employment","Other services (except public administration) [81]","Both sexes","15 years and over","Persons","249","thousands","3","v2366976","8.2.27.1.1","22.0","","","","1"
"2002","Manitoba","2016A000246","Employment","Other services (except public administration) [81]","Both sexes","15 years and over","Persons","249","thousands","3","v2366976","8.2.27.1.1","24.7","","","","1"
"2003","Manitoba","2016A000246","Employment","Other services (except public administration) [81]","Both sexes","15 years and over","Persons","249","thousands","3","v2366976","8.2.27.1.1","27.0","","","","1"
"2004","Manitoba","2016A000246","Employment","Other services (except public administration) [81]","Both sexes","15 years and over","Persons","249","thousands","3","v2366976","8.2.27.1.1","25.8","","","","1"
"2005","Manitoba","2016A000246","Employment","Other services (except public administration) [81]","Both sexes","15 years and over","Persons","249","thousands","3","v2366976","8.2.27.1.1","27.2","","","","1"
"2006","Manitoba","2016A000246","Employment","Other services (except public administration) [81]","Both sexes","15 years and over","Persons","249","thousands","3","v2366976","8.2.27.1.1","25.2","","","","1"
"2007","Manitoba","2016A000246","Employment","Other services (except public administration) [81]","Both sexes","15 years and over","Persons","249","thousands","3","v2366976","8.2.27.1.1","24.7","","","","1"
"2008","Manitoba","2016A000246","Employment","Other services (except public administration) [81]","Both sexes","15 years and over","Persons","249","thousands","3","v2366976","8.2.27.1.1","27.5","","","","1"
"2009","Manitoba","2016A000246","Employment","Other services (except public administration) [81]","Both sexes","15 years and over","Persons","249","thousands","3","v2366976","8.2.27.1.1","28.6","","","","1"
"2010","Manitoba","2016A000246","Employment","Other services (except public administration) [81]","Both sexes","15 years and over","Persons","249","thousands","3","v2366976","8.2.27.1.1","27.0","","","","1"
"2011","Manitoba","2016A000246","Employment","Other services (except public administration) [81]","Both sexes","15 years and over","Persons","249","thousands","3","v2366976","8.2.27.1.1","25.9","","","","1"
"2012","Manitoba","2016A000246","Employment","Other services (except public administration) [81]","Both sexes","15 years and over","Persons","249","thousands","3","v2366976","8.2.27.1.1","28.7","","","","1"
"2013","Manitoba","2016A000246","Employment","Other services (except public administration) [81]","Both sexes","15 years and over","Persons","249","thousands","3","v2366976","8.2.27.1.1","29.0","","","","1"
"2014","Manitoba","2016A000246","Employment","Other services (except public administration) [81]","Both sexes","15 years and over","Persons","249","thousands","3","v2366976","8.2.27.1.1","28.4","","","","1"
"2015","Manitoba","2016A000246","Employment","Other services (except public administration) [81]","Both sexes","15 years and over","Persons","249","thousands","3","v2366976","8.2.27.1.1","29.3","","","","1"
"2016","Manitoba","2016A000246","Employment","Other services (except public administration) [81]","Both sexes","15 years and over","Persons","249","thousands","3","v2366976","8.2.27.1.1","28.4","","","","1"
"2017","Manitoba","2016A000246","Employment","Other services (except public administration) [81]","Both sexes","15 years and over","Persons","249","thousands","3","v2366976","8.2.27.1.1","27.5","","","","1"
"2018","Manitoba","2016A000246","Employment","Other services (except public administration) [81]","Both sexes","15 years and over","Persons","249","thousands","3","v2366976","8.2.27.1.1","30.2","","","","1"
"2019","Manitoba","2016A000246","Employment","Other services (except public administration) [81]","Both sexes","15 years and over","Persons","249","thousands","3","v2366976","8.2.27.1.1","28.1","","","","1"
"1976","Manitoba","2016A000246","Employment","Public administration [91]","Both sexes","15 years and over","Persons","249","thousands","3","v2366977","8.2.28.1.1","28.6","","","","1"
"1977","Manitoba","2016A000246","Employment","Public administration [91]","Both sexes","15 years and over","Persons","249","thousands","3","v2366977","8.2.28.1.1","30.3","","","","1"
"1978","Manitoba","2016A000246","Employment","Public administration [91]","Both sexes","15 years and over","Persons","249","thousands","3","v2366977","8.2.28.1.1","29.3","","","","1"
"1979","Manitoba","2016A000246","Employment","Public administration [91]","Both sexes","15 years and over","Persons","249","thousands","3","v2366977","8.2.28.1.1","28.9","","","","1"
"1980","Manitoba","2016A000246","Employment","Public administration [91]","Both sexes","15 years and over","Persons","249","thousands","3","v2366977","8.2.28.1.1","31.1","","","","1"
"1981","Manitoba","2016A000246","Employment","Public administration [91]","Both sexes","15 years and over","Persons","249","thousands","3","v2366977","8.2.28.1.1","31.8","","","","1"
"1982","Manitoba","2016A000246","Employment","Public administration [91]","Both sexes","15 years and over","Persons","249","thousands","3","v2366977","8.2.28.1.1","32.6","","","","1"
"1983","Manitoba","2016A000246","Employment","Public administration [91]","Both sexes","15 years and over","Persons","249","thousands","3","v2366977","8.2.28.1.1","33.6","","","","1"
"1984","Manitoba","2016A000246","Employment","Public administration [91]","Both sexes","15 years and over","Persons","249","thousands","3","v2366977","8.2.28.1.1","33.3","","","","1"
"1985","Manitoba","2016A000246","Employment","Public administration [91]","Both sexes","15 years and over","Persons","249","thousands","3","v2366977","8.2.28.1.1","35.4","","","","1"
"1986","Manitoba","2016A000246","Employment","Public administration [91]","Both sexes","15 years and over","Persons","249","thousands","3","v2366977","8.2.28.1.1","35.9","","","","1"
"1987","Manitoba","2016A000246","Employment","Public administration [91]","Both sexes","15 years and over","Persons","249","thousands","3","v2366977","8.2.28.1.1","34.4","","","","1"
"1988","Manitoba","2016A000246","Employment","Public administration [91]","Both sexes","15 years and over","Persons","249","thousands","3","v2366977","8.2.28.1.1","34.7","","","","1"
"1989","Manitoba","2016A000246","Employment","Public administration [91]","Both sexes","15 years and over","Persons","249","thousands","3","v2366977","8.2.28.1.1","34.8","","","","1"
"1990","Manitoba","2016A000246","Employment","Public administration [91]","Both sexes","15 years and over","Persons","249","thousands","3","v2366977","8.2.28.1.1","34.3","","","","1"
"1991","Manitoba","2016A000246","Employment","Public administration [91]","Both sexes","15 years and over","Persons","249","thousands","3","v2366977","8.2.28.1.1","33.4","","","","1"
"1992","Manitoba","2016A000246","Employment","Public administration [91]","Both sexes","15 years and over","Persons","249","thousands","3","v2366977","8.2.28.1.1","35.3","","","","1"
"1993","Manitoba","2016A000246","Employment","Public administration [91]","Both sexes","15 years and over","Persons","249","thousands","3","v2366977","8.2.28.1.1","35.7","","","","1"
"1994","Manitoba","2016A000246","Employment","Public administration [91]","Both sexes","15 years and over","Persons","249","thousands","3","v2366977","8.2.28.1.1","35.7","","","","1"
"1995","Manitoba","2016A000246","Employment","Public administration [91]","Both sexes","15 years and over","Persons","249","thousands","3","v2366977","8.2.28.1.1","34.8","","","","1"
"1996","Manitoba","2016A000246","Employment","Public administration [91]","Both sexes","15 years and over","Persons","249","thousands","3","v2366977","8.2.28.1.1","36.5","","","","1"
"1997","Manitoba","2016A000246","Employment","Public administration [91]","Both sexes","15 years and over","Persons","249","thousands","3","v2366977","8.2.28.1.1","36.5","","","","1"
"1998","Manitoba","2016A000246","Employment","Public administration [91]","Both sexes","15 years and over","Persons","249","thousands","3","v2366977","8.2.28.1.1","34.8","","","","1"
"1999","Manitoba","2016A000246","Employment","Public administration [91]","Both sexes","15 years and over","Persons","249","thousands","3","v2366977","8.2.28.1.1","33.2","","","","1"
"2000","Manitoba","2016A000246","Employment","Public administration [91]","Both sexes","15 years and over","Persons","249","thousands","3","v2366977","8.2.28.1.1","33.9","","","","1"
"2001","Manitoba","2016A000246","Employment","Public administration [91]","Both sexes","15 years and over","Persons","249","thousands","3","v2366977","8.2.28.1.1","35.2","","","","1"
"2002","Manitoba","2016A000246","Employment","Public administration [91]","Both sexes","15 years and over","Persons","249","thousands","3","v2366977","8.2.28.1.1","35.0","","","","1"
"2003","Manitoba","2016A000246","Employment","Public administration [91]","Both sexes","15 years and over","Persons","249","thousands","3","v2366977","8.2.28.1.1","35.0","","","","1"
"2004","Manitoba","2016A000246","Employment","Public administration [91]","Both sexes","15 years and over","Persons","249","thousands","3","v2366977","8.2.28.1.1","37.0","","","","1"
"2005","Manitoba","2016A000246","Employment","Public administration [91]","Both sexes","15 years and over","Persons","249","thousands","3","v2366977","8.2.28.1.1","35.2","","","","1"
"2006","Manitoba","2016A000246","Employment","Public administration [91]","Both sexes","15 years and over","Persons","249","thousands","3","v2366977","8.2.28.1.1","35.2","","","","1"
"2007","Manitoba","2016A000246","Employment","Public administration [91]","Both sexes","15 years and over","Persons","249","thousands","3","v2366977","8.2.28.1.1","37.5","","","","1"
"2008","Manitoba","2016A000246","Employment","Public administration [91]","Both sexes","15 years and over","Persons","249","thousands","3","v2366977","8.2.28.1.1","35.8","","","","1"
"2009","Manitoba","2016A000246","Employment","Public administration [91]","Both sexes","15 years and over","Persons","249","thousands","3","v2366977","8.2.28.1.1","36.5","","","","1"
"2010","Manitoba","2016A000246","Employment","Public administration [91]","Both sexes","15 years and over","Persons","249","thousands","3","v2366977","8.2.28.1.1","35.3","","","","1"
"2011","Manitoba","2016A000246","Employment","Public administration [91]","Both sexes","15 years and over","Persons","249","thousands","3","v2366977","8.2.28.1.1","35.7","","","","1"
"2012","Manitoba","2016A000246","Employment","Public administration [91]","Both sexes","15 years and over","Persons","249","thousands","3","v2366977","8.2.28.1.1","36.4","","","","1"
"2013","Manitoba","2016A000246","Employment","Public administration [91]","Both sexes","15 years and over","Persons","249","thousands","3","v2366977","8.2.28.1.1","34.3","","","","1"
"2014","Manitoba","2016A000246","Employment","Public administration [91]","Both sexes","15 years and over","Persons","249","thousands","3","v2366977","8.2.28.1.1","34.6","","","","1"
"2015","Manitoba","2016A000246","Employment","Public administration [91]","Both sexes","15 years and over","Persons","249","thousands","3","v2366977","8.2.28.1.1","34.1","","","","1"
"2016","Manitoba","2016A000246","Employment","Public administration [91]","Both sexes","15 years and over","Persons","249","thousands","3","v2366977","8.2.28.1.1","32.5","","","","1"
"2017","Manitoba","2016A000246","Employment","Public administration [91]","Both sexes","15 years and over","Persons","249","thousands","3","v2366977","8.2.28.1.1","32.7","","","","1"
"2018","Manitoba","2016A000246","Employment","Public administration [91]","Both sexes","15 years and over","Persons","249","thousands","3","v2366977","8.2.28.1.1","33.9","","","","1"
"2019","Manitoba","2016A000246","Employment","Public administration [91]","Both sexes","15 years and over","Persons","249","thousands","3","v2366977","8.2.28.1.1","35.7","","","","1"
"1976","Saskatchewan","2016A000247","Employment","Agriculture [111-112, 1100, 1151-1152]","Both sexes","15 years and over","Persons","249","thousands","3","v2367464","9.2.3.1.1","96.6","","","","1"
"1977","Saskatchewan","2016A000247","Employment","Agriculture [111-112, 1100, 1151-1152]","Both sexes","15 years and over","Persons","249","thousands","3","v2367464","9.2.3.1.1","95.9","","","","1"
"1978","Saskatchewan","2016A000247","Employment","Agriculture [111-112, 1100, 1151-1152]","Both sexes","15 years and over","Persons","249","thousands","3","v2367464","9.2.3.1.1","97.7","","","","1"
"1979","Saskatchewan","2016A000247","Employment","Agriculture [111-112, 1100, 1151-1152]","Both sexes","15 years and over","Persons","249","thousands","3","v2367464","9.2.3.1.1","97.3","","","","1"
"1980","Saskatchewan","2016A000247","Employment","Agriculture [111-112, 1100, 1151-1152]","Both sexes","15 years and over","Persons","249","thousands","3","v2367464","9.2.3.1.1","90.7","","","","1"
"1981","Saskatchewan","2016A000247","Employment","Agriculture [111-112, 1100, 1151-1152]","Both sexes","15 years and over","Persons","249","thousands","3","v2367464","9.2.3.1.1","86.2","","","","1"
"1982","Saskatchewan","2016A000247","Employment","Agriculture [111-112, 1100, 1151-1152]","Both sexes","15 years and over","Persons","249","thousands","3","v2367464","9.2.3.1.1","86.3","","","","1"
"1983","Saskatchewan","2016A000247","Employment","Agriculture [111-112, 1100, 1151-1152]","Both sexes","15 years and over","Persons","249","thousands","3","v2367464","9.2.3.1.1","89.8","","","","1"
"1984","Saskatchewan","2016A000247","Employment","Agriculture [111-112, 1100, 1151-1152]","Both sexes","15 years and over","Persons","249","thousands","3","v2367464","9.2.3.1.1","89.6","","","","1"
"1985","Saskatchewan","2016A000247","Employment","Agriculture [111-112, 1100, 1151-1152]","Both sexes","15 years and over","Persons","249","thousands","3","v2367464","9.2.3.1.1","89.5","","","","1"
"1986","Saskatchewan","2016A000247","Employment","Agriculture [111-112, 1100, 1151-1152]","Both sexes","15 years and over","Persons","249","thousands","3","v2367464","9.2.3.1.1","92.1","","","","1"
"1987","Saskatchewan","2016A000247","Employment","Agriculture [111-112, 1100, 1151-1152]","Both sexes","15 years and over","Persons","249","thousands","3","v2367464","9.2.3.1.1","91.2","","","","1"
"1988","Saskatchewan","2016A000247","Employment","Agriculture [111-112, 1100, 1151-1152]","Both sexes","15 years and over","Persons","249","thousands","3","v2367464","9.2.3.1.1","87.5","","","","1"
"1989","Saskatchewan","2016A000247","Employment","Agriculture [111-112, 1100, 1151-1152]","Both sexes","15 years and over","Persons","249","thousands","3","v2367464","9.2.3.1.1","81.2","","","","1"
"1990","Saskatchewan","2016A000247","Employment","Agriculture [111-112, 1100, 1151-1152]","Both sexes","15 years and over","Persons","249","thousands","3","v2367464","9.2.3.1.1","82.3","","","","1"
"1991","Saskatchewan","2016A000247","Employment","Agriculture [111-112, 1100, 1151-1152]","Both sexes","15 years and over","Persons","249","thousands","3","v2367464","9.2.3.1.1","82.8","","","","1"
"1992","Saskatchewan","2016A000247","Employment","Agriculture [111-112, 1100, 1151-1152]","Both sexes","15 years and over","Persons","249","thousands","3","v2367464","9.2.3.1.1","80.8","","","","1"
"1993","Saskatchewan","2016A000247","Employment","Agriculture [111-112, 1100, 1151-1152]","Both sexes","15 years and over","Persons","249","thousands","3","v2367464","9.2.3.1.1","81.4","","","","1"
"1994","Saskatchewan","2016A000247","Employment","Agriculture [111-112, 1100, 1151-1152]","Both sexes","15 years and over","Persons","249","thousands","3","v2367464","9.2.3.1.1","74.9","","","","1"
"1995","Saskatchewan","2016A000247","Employment","Agriculture [111-112, 1100, 1151-1152]","Both sexes","15 years and over","Persons","249","thousands","3","v2367464","9.2.3.1.1","73.3","","","","1"
"1996","Saskatchewan","2016A000247","Employment","Agriculture [111-112, 1100, 1151-1152]","Both sexes","15 years and over","Persons","249","thousands","3","v2367464","9.2.3.1.1","70.8","","","","1"
"1997","Saskatchewan","2016A000247","Employment","Agriculture [111-112, 1100, 1151-1152]","Both sexes","15 years and over","Persons","249","thousands","3","v2367464","9.2.3.1.1","68.4","","","","1"
"1998","Saskatchewan","2016A000247","Employment","Agriculture [111-112, 1100, 1151-1152]","Both sexes","15 years and over","Persons","249","thousands","3","v2367464","9.2.3.1.1","69.2","","","","1"
"1999","Saskatchewan","2016A000247","Employment","Agriculture [111-112, 1100, 1151-1152]","Both sexes","15 years and over","Persons","249","thousands","3","v2367464","9.2.3.1.1","64.6","","","","1"
"2000","Saskatchewan","2016A000247","Employment","Agriculture [111-112, 1100, 1151-1152]","Both sexes","15 years and over","Persons","249","thousands","3","v2367464","9.2.3.1.1","60.7","","","","1"
"2001","Saskatchewan","2016A000247","Employment","Agriculture [111-112, 1100, 1151-1152]","Both sexes","15 years and over","Persons","249","thousands","3","v2367464","9.2.3.1.1","50.3","","","","1"
"2002","Saskatchewan","2016A000247","Employment","Agriculture [111-112, 1100, 1151-1152]","Both sexes","15 years and over","Persons","249","thousands","3","v2367464","9.2.3.1.1","48.7","","","","1"
"2003","Saskatchewan","2016A000247","Employment","Agriculture [111-112, 1100, 1151-1152]","Both sexes","15 years and over","Persons","249","thousands","3","v2367464","9.2.3.1.1","46.5","","","","1"
"2004","Saskatchewan","2016A000247","Employment","Agriculture [111-112, 1100, 1151-1152]","Both sexes","15 years and over","Persons","249","thousands","3","v2367464","9.2.3.1.1","46.0","","","","1"
"2005","Saskatchewan","2016A000247","Employment","Agriculture [111-112, 1100, 1151-1152]","Both sexes","15 years and over","Persons","249","thousands","3","v2367464","9.2.3.1.1","46.0","","","","1"
"2006","Saskatchewan","2016A000247","Employment","Agriculture [111-112, 1100, 1151-1152]","Both sexes","15 years and over","Persons","249","thousands","3","v2367464","9.2.3.1.1","47.8","","","","1"
"2007","Saskatchewan","2016A000247","Employment","Agriculture [111-112, 1100, 1151-1152]","Both sexes","15 years and over","Persons","249","thousands","3","v2367464","9.2.3.1.1","43.9","","","","1"
"2008","Saskatchewan","2016A000247","Employment","Agriculture [111-112, 1100, 1151-1152]","Both sexes","15 years and over","Persons","249","thousands","3","v2367464","9.2.3.1.1","41.1","","","","1"
"2009","Saskatchewan","2016A000247","Employment","Agriculture [111-112, 1100, 1151-1152]","Both sexes","15 years and over","Persons","249","thousands","3","v2367464","9.2.3.1.1","42.0","","","","1"
"2010","Saskatchewan","2016A000247","Employment","Agriculture [111-112, 1100, 1151-1152]","Both sexes","15 years and over","Persons","249","thousands","3","v2367464","9.2.3.1.1","42.7","","","","1"
"2011","Saskatchewan","2016A000247","Employment","Agriculture [111-112, 1100, 1151-1152]","Both sexes","15 years and over","Persons","249","thousands","3","v2367464","9.2.3.1.1","40.5","","","","1"
"2012","Saskatchewan","2016A000247","Employment","Agriculture [111-112, 1100, 1151-1152]","Both sexes","15 years and over","Persons","249","thousands","3","v2367464","9.2.3.1.1","40.2","","","","1"
"2013","Saskatchewan","2016A000247","Employment","Agriculture [111-112, 1100, 1151-1152]","Both sexes","15 years and over","Persons","249","thousands","3","v2367464","9.2.3.1.1","43.8","","","","1"
"2014","Saskatchewan","2016A000247","Employment","Agriculture [111-112, 1100, 1151-1152]","Both sexes","15 years and over","Persons","249","thousands","3","v2367464","9.2.3.1.1","44.2","","","","1"
"2015","Saskatchewan","2016A000247","Employment","Agriculture [111-112, 1100, 1151-1152]","Both sexes","15 years and over","Persons","249","thousands","3","v2367464","9.2.3.1.1","41.4","","","","1"
"2016","Saskatchewan","2016A000247","Employment","Agriculture [111-112, 1100, 1151-1152]","Both sexes","15 years and over","Persons","249","thousands","3","v2367464","9.2.3.1.1","41.1","","","","1"
"2017","Saskatchewan","2016A000247","Employment","Agriculture [111-112, 1100, 1151-1152]","Both sexes","15 years and over","Persons","249","thousands","3","v2367464","9.2.3.1.1","36.9","","","","1"
"2018","Saskatchewan","2016A000247","Employment","Agriculture [111-112, 1100, 1151-1152]","Both sexes","15 years and over","Persons","249","thousands","3","v2367464","9.2.3.1.1","37.2","","","","1"
"2019","Saskatchewan","2016A000247","Employment","Agriculture [111-112, 1100, 1151-1152]","Both sexes","15 years and over","Persons","249","thousands","3","v2367464","9.2.3.1.1","39.6","","","","1"
"1976","Saskatchewan","2016A000247","Employment","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]","Both sexes","15 years and over","Persons","249","thousands","3","v2367465","9.2.4.1.1","8.3","","","","1"
"1977","Saskatchewan","2016A000247","Employment","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]","Both sexes","15 years and over","Persons","249","thousands","3","v2367465","9.2.4.1.1","8.0","","","","1"
"1978","Saskatchewan","2016A000247","Employment","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]","Both sexes","15 years and over","Persons","249","thousands","3","v2367465","9.2.4.1.1","9.7","","","","1"
"1979","Saskatchewan","2016A000247","Employment","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]","Both sexes","15 years and over","Persons","249","thousands","3","v2367465","9.2.4.1.1","10.7","","","","1"
"1980","Saskatchewan","2016A000247","Employment","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]","Both sexes","15 years and over","Persons","249","thousands","3","v2367465","9.2.4.1.1","13.0","","","","1"
"1981","Saskatchewan","2016A000247","Employment","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]","Both sexes","15 years and over","Persons","249","thousands","3","v2367465","9.2.4.1.1","14.4","","","","1"
"1982","Saskatchewan","2016A000247","Employment","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]","Both sexes","15 years and over","Persons","249","thousands","3","v2367465","9.2.4.1.1","12.9","","","","1"
